make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Opel Corsa,Germany,10980.0,Compact,Used,No,26813.0,Manual,Benzine,Dealer,1229.0,5.0,134.0,Front,2,1210.0,Yes,Cloth,2.0,unefficient,3.0,51.0,5.6,Standard,Plus,Safety Premium Package
Opel Corsa,Spain,17250.0,Compact,Pre-registered,Yes,3.0,Automatic,Benzine,Dealer,1199.0,8.0,106.5,Front,3,1165.0,No,Cloth,1.0,efficient,0.0,74.0,0.0,Standard,Standard,Safety Standard Package
Opel Astra,Spain,7490.0,Compact,Used,No,229000.0,Manual,Diesel,Dealer,1956.0,6.0,88.0,Front,1,1503.0,No,Cloth,2.0,efficient,7.0,121.0,4.5,Standard,Standard,Safety Premium Plus Package
Opel Corsa,Germany,14880.0,Compact,Used,No,85500.0,Manual,Benzine,Dealer,1199.0,6.0,106.5,Front,3,1055.0,No,Part/Full Leather,2.0,unefficient,7.0,152.0,5.1,Standard,Standard,Safety Premium Package
Opel Corsa,Netherlands,15800.0,Compact,Used,Yes,91857.0,Manual,Benzine,Dealer,1598.0,6.0,0.0,Front,4,1203.0,Yes,Part/Full Leather,2.0,unefficient,7.0,152.0,7.5,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,18945.0,Compact,Used,No,51866.0,Manual,Benzine,Dealer,1998.0,6.0,184.0,Front,4,1450.0,Yes,Part/Full Leather,2.0,efficient,7.0,206.0,7.8,Premium,Standard,Safety Premium Plus Package
Opel Astra,Netherlands,2300.0,Compact,Used,No,245000.0,Manual,Benzine,Private seller,1998.0,6.0,216.0,Front,6,1285.0,No,Part/Full Leather,2.0,efficient,18.0,125.0,9.0,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,6499.0,Compact,Used,No,191500.0,Manual,Benzine,Dealer,1364.0,6.0,138.0,Front,6,1293.0,Yes,Part/Full Leather,2.0,efficient,11.0,103.0,5.9,Standard,Standard,Safety Premium Plus Package
Opel Corsa,Spain,15500.0,Compact,Pre-registered,Yes,1.0,Manual,Diesel,Dealer,1499.0,6.0,94.0,Front,3,1165.0,No,Part/Full Leather,1.0,efficient,0.0,75.0,0.0,Standard,Standard,Safety Standard Package
Opel Corsa,Netherlands,2895.0,Compact,Used,No,228815.0,Manual,Benzine,Dealer,1364.0,5.0,139.0,Front,1,1063.0,No,Cloth,2.0,efficient,13.0,66.0,5.8,Standard,Standard,Safety Standard Package
Opel Astra,Netherlands,8250.0,Compact,Used,Yes,177459.0,Automatic,Benzine,Dealer,1364.0,6.0,157.0,Front,1,1353.0,Yes,Part/Full Leather,3.0,efficient,11.0,104.0,6.7,Standard,Standard,Safety Premium Plus Package
Opel Corsa,Netherlands,3499.0,Compact,Used,No,190279.0,Manual,Diesel,Dealer,1248.0,5.0,94.0,Front,3,1063.0,Yes,Cloth,3.0,efficient,11.0,70.0,3.7,Standard,Standard,Safety Premium Plus Package
Opel Corsa,Spain,15500.0,Compact,Pre-registered,Yes,1.0,Manual,Diesel,Dealer,1499.0,6.0,94.0,Front,3,1165.0,No,Cloth,1.0,efficient,0.0,75.0,0.0,Standard,Standard,Safety Standard Package
Opel Insignia,Netherlands,7749.0,Compact,Used,No,173375.0,Manual,Benzine,Dealer,1998.0,6.0,209.0,Front,4,1545.0,No,Part/Full Leather,2.0,efficient,13.0,162.0,8.9,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,11950.0,Compact,Used,No,130543.0,Manual,Benzine,Dealer,1598.0,6.0,169.0,Front,3,1371.0,Yes,Part/Full Leather,2.0,efficient,9.0,132.0,7.2,Premium,Standard,Safety Premium Plus Package
Opel Corsa,Netherlands,10750.0,Compact,Used,No,100946.0,Manual,Benzine,Dealer,0.0,5.0,106.5,Front,1,1041.0,No,Cloth,1.0,unefficient,6.0,74.0,0.0,Standard,Standard,Safety Premium Package
Opel Insignia,Netherlands,8950.0,Compact,Used,No,169619.0,Automatic,Benzine,Dealer,1998.0,6.0,225.0,Front,4,1570.0,Yes,Part/Full Leather,2.0,efficient,13.0,162.0,9.6,Standard,Standard,Safety Premium Package
Opel Corsa,Netherlands,4750.0,Compact,Used,No,157776.0,Manual,Diesel,Dealer,1248.0,5.0,95.0,Front,2,1099.0,Yes,Cloth,3.0,efficient,11.0,70.0,3.6,Standard,Standard,Safety Premium Plus Package
Opel Corsa,Netherlands,4450.0,Compact,Used,No,195115.0,Manual,Benzine,Dealer,1364.0,5.0,124.0,Front,2,1063.0,Yes,Part/Full Leather,3.0,unefficient,10.0,74.0,5.3,Standard,Standard,Safety Premium Plus Package
Opel Insignia,Netherlands,24990.0,Compact,Used,Yes,62280.0,Manual,Benzine,Dealer,1598.0,6.0,139.0,Front,3,1403.0,No,Part/Full Leather,2.0,unefficient,4.0,147.0,7.0,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,9425.0,Compact,Used,No,86391.0,Manual,Benzine,Dealer,1364.0,6.0,129.0,Front,3,1293.0,Yes,Cloth,2.0,efficient,7.0,88.0,5.5,Premium,Standard,Safety Premium Package
Opel Corsa,Netherlands,3750.0,Compact,Used,No,275447.0,Manual,Diesel,Dealer,1248.0,5.0,95.0,Front,1,1145.0,No,Part/Full Leather,3.0,efficient,11.0,70.0,3.6,Standard,Standard,Safety Premium Plus Package
Opel Corsa,Netherlands,1200.0,Compact,Used,No,242695.0,Manual,Benzine,Private seller,1229.0,5.0,139.0,Front,1,910.0,No,Cloth,2.0,efficient,17.0,59.0,5.8,Standard,Standard,Safety Standard Package
Opel Corsa,Netherlands,7999.0,Compact,Used,No,97824.0,Automatic,Diesel,Dealer,1248.0,1.0,82.0,Front,2,1099.0,Yes,Cloth,2.0,unefficient,7.0,70.0,3.4,Standard,Plus,Safety Premium Package
Opel Corsa,Germany,14990.0,Compact,Used,Yes,48124.0,Manual,Benzine,Dealer,1364.0,6.0,136.0,Front,10,1214.0,Yes,Cloth,2.0,unefficient,3.0,110.0,6.1,Premium,Standard,Safety Premium Package
Opel Corsa,Netherlands,2975.0,Compact,Used,No,282587.0,Manual,Benzine,Dealer,1364.0,5.0,139.0,Front,1,1063.0,No,Cloth,1.0,efficient,14.0,65.0,5.8,Standard,Standard,Safety Standard Package
Opel Corsa,Germany,10490.0,Compact,Used,Yes,85200.0,Manual,Benzine,Dealer,1364.0,6.0,125.0,Front,9,1290.0,Yes,Cloth,2.0,unefficient,3.0,74.0,5.4,Premium,Plus,Safety Premium Package
Opel Astra,Netherlands,7990.0,Compact,Used,Yes,199684.0,Manual,Benzine,Dealer,1364.0,6.0,138.0,Front,6,1293.0,Yes,Part/Full Leather,8.0,efficient,11.0,104.0,5.9,Premium,Standard,Safety Premium Package
Opel Corsa,Germany,1300.0,Compact,Used,No,200000.0,Manual,Benzine,Dealer,1229.0,5.0,139.0,Front,4,1010.0,Yes,Cloth,1.0,efficient,16.0,59.0,5.8,Standard,Standard,Safety Standard Package
Opel Insignia,Netherlands,16745.0,Compact,Used,No,160068.0,Manual,Benzine,Dealer,1490.0,6.0,136.0,Front,3,1341.0,No,Part/Full Leather,3.0,efficient,5.0,121.0,6.0,Standard,Plus,Safety Premium Package
Opel Insignia,Netherlands,16444.0,Compact,Used,Yes,128755.0,Automatic,Benzine,Dealer,1598.0,6.0,158.0,Front,5,1513.0,Yes,Part/Full Leather,2.0,efficient,6.0,125.0,6.7,Premium,Plus,Safety Premium Package
Opel Corsa,Netherlands,5950.0,Compact,Used,No,140205.0,Manual,Diesel,Dealer,1248.0,5.0,88.0,Front,1,1099.0,Yes,Cloth,2.0,efficient,9.0,70.0,3.6,Standard,Standard,Safety Premium Plus Package
Opel Astra,Netherlands,12490.0,Compact,Used,Yes,89533.0,Manual,Diesel,Dealer,1598.0,6.0,88.0,Front,2,1235.0,No,Cloth,3.0,efficient,5.0,81.0,4.1,Premium,Plus,Safety Premium Package
Opel Astra,Netherlands,1950.0,Compact,Used,No,280795.0,Manual,Benzine,Dealer,1598.0,5.0,158.0,Front,4,1165.0,Yes,Cloth,4.0,efficient,18.0,77.0,6.6,Standard,Standard,Safety Standard Package
Opel Astra,Spain,3841.0,Compact,Used,Yes,225234.0,Manual,Benzine,Dealer,1598.0,5.0,138.5,Front,2,1245.0,No,Cloth,1.0,efficient,16.0,77.0,6.6,Standard,Standard,Safety Premium Package
Opel Corsa,Netherlands,1195.0,Compact,Used,No,190129.0,Manual,Benzine,Dealer,1199.0,5.0,106.5,Front,3,910.0,No,Cloth,1.0,efficient,20.0,55.0,6.3,Standard,Plus,Safety Standard Package
Opel Astra,Netherlands,2950.0,Compact,Used,No,199103.0,Manual,Benzine,Dealer,1364.0,5.0,146.0,Front,1,1120.0,Yes,Cloth,1.0,unefficient,15.0,66.0,6.2,Standard,Standard,Safety Standard Package
Opel Corsa,Germany,6900.0,Compact,Used,No,64900.0,Semi-automatic,Benzine,Dealer,1398.0,5.0,110.0,Front,3,1141.0,No,Cloth,2.0,unefficient,6.0,66.0,4.7,Standard,Standard,Safety Premium Package
Opel Insignia,Netherlands,6950.0,Compact,Used,No,180407.0,Manual,Benzine,Dealer,1364.0,6.0,134.0,Front,2,1403.0,Yes,Cloth,8.0,efficient,11.0,103.0,7.0,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,3390.0,Compact,Used,No,195024.0,Manual,Benzine,Dealer,1796.0,5.0,175.0,Front,1,1165.0,No,Cloth,1.0,unefficient,15.0,103.0,7.3,Standard,Standard,Safety Standard Package
Opel Astra,Netherlands,12850.0,Compact,Used,No,95513.0,Manual,Benzine,Dealer,1364.0,6.0,142.0,Front,4,1337.0,Yes,Cloth,2.0,efficient,9.0,104.0,6.0,Premium,Standard,Safety Premium Plus Package
Opel Astra,Netherlands,14590.0,Compact,Used,Yes,99661.0,Manual,Benzine,Dealer,1398.0,6.0,114.0,Front,2,1168.0,No,Cloth,2.0,efficient,4.0,110.0,5.9,Premium,Plus,Safety Premium Package
Opel Corsa,Netherlands,1450.0,Compact,Used,No,198273.0,Manual,Benzine,Dealer,1229.0,5.0,106.5,Front,3,910.0,No,Cloth,2.0,efficient,17.0,59.0,5.8,Standard,Plus,Safety Standard Package
Opel Astra,France,17690.0,Compact,Used,No,31675.0,Automatic,Benzine,Dealer,1400.0,6.0,130.0,Front,1,1308.0,No,Cloth,1.0,efficient,3.0,110.0,5.7,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,12900.0,Compact,Used,Yes,97024.0,Manual,Benzine,Dealer,999.0,5.0,102.0,Front,3,1163.0,Yes,Cloth,3.0,efficient,5.0,77.0,4.4,Premium,Plus,Safety Premium Package
Opel Astra,Netherlands,11890.0,Compact,Used,Yes,100386.0,Manual,Diesel,Dealer,1598.0,6.0,88.0,Front,2,1235.0,No,Cloth,3.0,efficient,5.0,81.0,4.1,Premium,Plus,Safety Premium Package
Opel Astra,Netherlands,15450.0,Compact,Used,Yes,120348.0,Automatic,Benzine,Dealer,1399.0,6.0,124.0,Front,4,1198.0,Yes,Part/Full Leather,3.0,efficient,5.0,110.0,5.4,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,5249.0,Compact,Used,No,168311.0,Manual,Benzine,Dealer,1398.0,5.0,0.0,Front,1,1273.0,Yes,Cloth,3.0,unefficient,12.0,65.0,5.5,Standard,Standard,Safety Premium Plus Package
Opel Astra,Spain,13990.0,Compact,Used,Yes,38837.0,Manual,Benzine,Dealer,1399.0,6.0,138.5,Front,1,1278.0,No,Cloth,1.0,unefficient,6.0,110.0,5.1,Standard,Standard,Safety Premium Plus Package
Opel Insignia,Netherlands,8999.0,Compact,Used,No,119132.0,Manual,Benzine,Dealer,1598.0,6.0,179.0,Front,3,1485.0,Yes,Part/Full Leather,3.0,efficient,12.0,132.0,7.0,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,12945.0,Compact,Used,No,118000.0,Manual,Benzine,Dealer,1598.0,6.0,144.0,Front,4,1403.0,Yes,Cloth,2.0,efficient,8.0,125.0,6.1,Standard,Standard,Safety Premium Plus Package
Opel Astra,Netherlands,6995.0,Compact,Used,No,141757.0,Manual,Benzine,Private seller,1362.0,6.0,139.0,Front,6,1337.0,Yes,Cloth,3.0,unefficient,10.0,103.0,5.9,Standard,Standard,Safety Premium Package
Opel Insignia,Netherlands,19090.0,Compact,Used,Yes,109271.0,Manual,Benzine,Dealer,1490.0,6.0,122.0,Front,4,1380.0,Yes,Part/Full Leather,1.0,efficient,3.0,121.0,7.0,Standard,Plus,Safety Premium Package
Opel Insignia,Netherlands,16950.0,Compact,Used,No,60252.0,Manual,Diesel,Dealer,1598.0,6.0,110.0,Front,3,1387.0,No,Cloth,1.0,efficient,5.0,82.0,4.2,Standard,Plus,Safety Premium Package
Opel Corsa,Netherlands,3945.0,Compact,Used,No,195721.0,Manual,Benzine,Dealer,1229.0,5.0,129.0,Front,1,1063.0,No,Part/Full Leather,3.0,unefficient,10.0,63.0,5.5,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,13290.0,Compact,Used,Yes,131532.0,Manual,Benzine,Dealer,1399.0,6.0,114.0,Front,1,1168.0,No,Cloth,1.0,efficient,5.0,110.0,5.9,Premium,Standard,Safety Premium Package
Opel Corsa,Netherlands,5400.0,Compact,Used,No,122615.0,Manual,Diesel,Dealer,1248.0,5.0,95.0,Front,2,1099.0,Yes,Part/Full Leather,1.0,unefficient,10.0,70.0,3.6,Standard,Standard,Safety Premium Package
Opel Astra,Belgium,5999.0,Convertible,Used,Yes,175859.0,Manual,Benzine,Dealer,1598.0,5.0,166.0,Front,2,1400.0,No,Cloth,1.0,unefficient,15.0,85.0,7.7,Standard,Standard,Safety Standard Package
Opel Astra,Germany,6990.0,Convertible,Used,No,115600.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,2,1400.0,Yes,Part/Full Leather,3.0,unefficient,14.0,103.0,7.7,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,8999.0,Convertible,Used,No,101765.0,Manual,Benzine,Dealer,1796.0,5.0,177.0,Front,4,1400.0,Yes,Part/Full Leather,8.0,efficient,11.0,103.0,7.4,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,6950.0,Convertible,Used,No,161176.0,Automatic,Benzine,Dealer,1796.0,5.0,194.0,Front,3,1403.0,No,Part/Full Leather,7.0,unefficient,15.0,104.0,8.1,Standard,Standard,Safety Standard Package
Opel Astra,Netherlands,6900.0,Convertible,Used,Yes,106610.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,3,1400.0,Yes,Part/Full Leather,2.0,unefficient,15.0,103.0,7.4,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,4795.0,Convertible,Used,No,153089.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,4,1400.0,Yes,Part/Full Leather,2.0,unefficient,15.0,103.0,7.7,Standard,Standard,Safety Standard Package
Opel Astra,Germany,1695.0,Convertible,Used,No,133493.0,Manual,Benzine,Dealer,2198.0,5.0,206.0,Front,4,1393.0,No,Part/Full Leather,3.0,efficient,18.0,108.0,8.7,Standard,Standard,Safety Premium Package
Opel Astra,Italy,2500.0,Convertible,Used,No,289000.0,Manual,Diesel,Dealer,1910.0,6.0,159.0,Front,3,1450.0,No,Part/Full Leather,1.0,efficient,16.0,88.0,5.9,Standard,Standard,Safety Premium Plus Package
Opel Astra,Germany,3400.0,Convertible,Used,No,179445.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,4,1380.0,No,Part/Full Leather,3.0,efficient,19.0,92.0,7.8,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,4750.0,Convertible,Used,No,180689.0,Manual,Benzine,Dealer,1598.0,5.0,168.0,Front,2,1395.0,No,Cloth,1.0,efficient,16.0,76.0,7.0,Standard,Standard,Safety Standard Package
Opel Astra,Germany,4480.0,Convertible,Used,No,111000.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,7,1500.0,Yes,Cloth,2.0,unefficient,15.0,103.0,7.7,Standard,Standard,Safety Premium Package
Opel Astra,Spain,3200.0,Convertible,Used,Yes,200000.0,Manual,Diesel,Dealer,1910.0,6.0,165.0,Front,3,1550.0,No,Cloth,1.0,efficient,16.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Spain,7500.0,Convertible,Used,No,139000.0,Manual,Diesel,Dealer,1910.0,6.0,165.0,Front,2,1550.0,No,Cloth,1.0,unefficient,13.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Germany,3990.0,Convertible,Used,No,189950.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,8,1500.0,No,Part/Full Leather,4.0,unefficient,15.0,103.0,7.7,Standard,Standard,Safety Premium Package
Opel Astra,Spain,3900.0,Convertible,Used,Yes,216000.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,3,1425.0,No,Part/Full Leather,1.0,unefficient,13.0,102.0,7.7,Standard,Standard,Safety Standard Package
Opel Astra,Germany,6490.0,Convertible,Used,No,105000.0,Manual,Benzine,Dealer,1598.0,5.0,168.0,Front,7,1400.0,Yes,Cloth,2.0,unefficient,15.0,77.0,7.0,Standard,Standard,Safety Premium Package
Opel Astra,Spain,5499.0,Convertible,Used,Yes,119049.0,Manual,Benzine,Dealer,1598.0,5.0,185.0,Front,3,1420.0,No,Cloth,2.0,unefficient,15.0,77.0,7.0,Standard,Standard,Safety Standard Package
Opel Astra,Spain,4490.0,Convertible,Used,Yes,185000.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,1,1425.0,No,Part/Full Leather,2.0,unefficient,15.0,102.0,7.7,Standard,Standard,Safety Premium Package
Opel Astra,Spain,3650.0,Convertible,Used,Yes,252407.0,Manual,Benzine,Dealer,1598.0,5.0,185.0,Front,3,1420.0,No,Part/Full Leather,4.0,efficient,16.0,77.0,7.0,Standard,Standard,Safety Standard Package
Opel Astra,Belgium,12500.0,Convertible,Used,Yes,32039.0,Manual,Benzine,Dealer,1796.0,5.0,177.0,Front,7,1515.0,No,Part/Full Leather,1.0,unefficient,13.0,103.0,7.4,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,4950.0,Convertible,Used,No,85000.0,Manual,Benzine,Private seller,1998.0,6.0,221.0,Rear,1,1505.0,No,Part/Full Leather,1.0,efficient,16.0,125.0,9.2,Standard,Standard,Safety Standard Package
Opel Astra,Netherlands,4750.0,Convertible,Used,No,275385.0,Manual,Benzine,Dealer,1796.0,5.0,177.0,Front,3,1400.0,Yes,Part/Full Leather,3.0,unefficient,12.0,103.0,7.4,Standard,Standard,Safety Premium Package
Opel Astra,Germany,2999.0,Convertible,Used,No,175000.0,Manual,Benzine,Private seller,1998.0,6.0,228.0,Front,10,1605.0,No,Part/Full Leather,2.0,unefficient,14.0,147.0,9.5,Standard,Standard,Safety Premium Package
Opel Astra,France,9000.0,Convertible,Used,No,78000.0,Manual,Diesel,Private seller,1910.0,6.0,159.0,Front,2,1613.0,No,Part/Full Leather,2.0,unefficient,12.0,110.0,6.0,Standard,Standard,Safety Premium Plus Package
Opel Astra,France,9000.0,Convertible,Used,No,78000.0,Manual,Diesel,Private seller,1910.0,6.0,159.0,Front,2,1613.0,Yes,Part/Full Leather,2.0,unefficient,12.0,110.0,6.0,Standard,Standard,Safety Premium Plus Package
Opel Astra,Germany,2550.0,Convertible,Used,No,200000.0,Manual,Benzine,Dealer,1998.0,5.0,216.0,Front,10,1490.0,Yes,Part/Full Leather,1.0,efficient,20.0,141.0,9.1,Standard,Standard,Safety Premium Package
Opel Astra,Belgium,1750.0,Convertible,Used,No,173500.0,Manual,Diesel,Dealer,1910.0,6.0,165.0,Front,6,1400.0,Yes,Cloth,1.0,efficient,16.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,1795.0,Convertible,Used,No,230752.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,3,1400.0,Yes,Cloth,1.0,efficient,16.0,103.0,7.7,Standard,Standard,Safety Standard Package
Opel Astra,Germany,1950.0,Convertible,Used,No,342000.0,Manual,Diesel,Dealer,1910.0,5.0,165.0,Front,4,1400.0,No,Part/Full Leather,1.0,unefficient,15.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Germany,5999.0,Convertible,Used,No,189744.0,Manual,Diesel,Dealer,1910.0,5.0,165.0,Front,3,1400.0,Yes,Part/Full Leather,2.0,unefficient,13.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Italy,7500.0,Convertible,Used,No,125000.0,Manual,Benzine,Private seller,1600.0,6.0,221.0,Front,3,1365.0,No,Part/Full Leather,8.0,efficient,11.0,132.0,9.3,Standard,Standard,Safety Premium Package
Opel Astra,Germany,3400.0,Convertible,Used,No,157300.0,Manual,Diesel,Private seller,1910.0,6.0,165.0,Front,4,1628.0,No,Part/Full Leather,2.0,unefficient,15.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Germany,1500.0,Convertible,Used,No,160000.0,Manual,Benzine,Private seller,2198.0,5.0,197.0,Rear,5,1393.0,No,Part/Full Leather,2.0,efficient,19.0,108.0,8.2,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,2000.0,Convertible,Used,No,226000.0,Manual,Diesel,Private seller,1910.0,6.0,165.0,Front,8,1513.0,Yes,Cloth,1.0,efficient,16.0,135.0,6.1,Standard,Standard,Safety Premium Plus Package
Opel Astra,Belgium,4500.0,Convertible,Used,No,220000.0,Manual,Liquid/Natural Gas,Private seller,1598.0,5.0,168.0,Front,3,1515.0,No,Cloth,2.0,unefficient,15.0,77.0,7.0,Standard,Standard,Safety Premium Package
Opel Astra,Germany,4950.0,Convertible,Used,No,140000.0,Manual,Benzine,Dealer,1998.0,6.0,228.0,Front,4,1605.0,Yes,Part/Full Leather,2.0,efficient,16.0,147.0,9.5,Standard,Standard,Safety Premium Package
Opel Astra,Germany,10400.0,Convertible,Used,No,72935.0,Manual,Benzine,Private seller,1598.0,6.0,185.0,Front,15,1575.0,Yes,Part/Full Leather,1.0,efficient,11.0,132.0,7.9,Standard,Plus,Safety Premium Package
Opel Astra,Germany,2700.0,Convertible,Used,No,192463.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,2,1520.0,Yes,Cloth,3.0,unefficient,15.0,103.0,7.7,Standard,Standard,Safety Premium Package
Opel Astra,Netherlands,3249.0,Convertible,Used,No,238400.0,Manual,Benzine,Dealer,1796.0,5.0,185.0,Front,2,1400.0,Yes,Part/Full Leather,3.0,unefficient,15.0,103.0,7.7,Standard,Standard,Safety Standard Package
Opel Astra,Germany,8400.0,Convertible,Used,No,123000.0,Manual,Benzine,Private seller,1598.0,6.0,190.0,Front,9,1575.0,Yes,Part/Full Leather,2.0,unefficient,13.0,132.0,7.9,Standard,Standard,Safety Premium Package
Opel Astra,Germany,3490.0,Convertible,Used,No,210000.0,Manual,Diesel,Dealer,1910.0,5.0,165.0,Front,2,1400.0,No,Part/Full Leather,2.0,unefficient,14.0,110.0,6.1,Standard,Plus,Safety Premium Package
Opel Astra,Belgium,3500.0,Convertible,Used,No,175000.0,Manual,Diesel,Dealer,1910.0,6.0,165.0,Front,1,1515.0,Yes,Part/Full Leather,2.0,unefficient,14.0,110.0,6.0,Standard,Standard,Safety Premium Plus Package
Opel Astra,Netherlands,1250.0,Convertible,Used,No,233000.0,Manual,Benzine,Private seller,1598.0,5.0,175.0,Front,2,1250.0,No,Part/Full Leather,9.0,efficient,20.0,74.0,7.3,Standard,Standard,Safety Standard Package
Opel Astra,Germany,3500.0,Convertible,Used,No,252000.0,Manual,Diesel,Private seller,1910.0,6.0,165.0,Front,3,1628.0,Yes,Part/Full Leather,2.0,unefficient,12.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Italy,13000.0,Convertible,Used,No,39400.0,Manual,Benzine,Private seller,1998.0,5.0,214.0,Front,7,1490.0,Yes,Part/Full Leather,1.0,efficient,18.0,147.0,8.9,Standard,Standard,Safety Premium Package
Opel Astra,Belgium,5000.0,Convertible,Used,No,200000.0,Manual,Diesel,Private seller,2200.0,5.0,165.0,Front,3,1756.0,Yes,Part/Full Leather,1.0,efficient,19.0,118.0,6.0,Standard,Plus,Safety Premium Package
Opel Astra,Germany,8400.0,Convertible,Used,No,123000.0,Manual,Benzine,Private seller,1598.0,6.0,190.0,Front,4,1575.0,No,Part/Full Leather,2.0,unefficient,13.0,132.0,7.9,Standard,Standard,Safety Premium Package
Opel Astra,Belgium,7000.0,Convertible,Used,No,158000.0,Manual,Diesel,Private seller,1910.0,6.0,165.0,Front,4,1628.0,Yes,Part/Full Leather,2.0,unefficient,13.0,110.0,6.1,Standard,Standard,Safety Premium Package
Opel Astra,Belgium,4500.0,Convertible,Used,No,198000.0,Manual,Diesel,Private seller,1910.0,6.0,159.0,Front,2,1515.0,No,Part/Full Leather,2.0,unefficient,14.0,110.0,6.0,Standard,Standard,Safety Premium Plus Package
Opel Astra,Germany,18996.0,Coupe,Used,Yes,89500.0,Manual,Benzine,Dealer,1998.0,6.0,184.0,Front,13,1475.0,No,Cloth,3.0,unefficient,6.0,206.0,7.8,Premium,Standard,Safety Premium Package
Opel Astra,Germany,22990.0,Coupe,Used,No,58900.0,Manual,Benzine,Dealer,1998.0,6.0,185.0,Front,7,1475.0,No,Part/Full Leather,3.0,unefficient,6.0,206.0,7.8,Premium,Standard,Safety Premium Package
Opel Astra,Germany,8450.0,Coupe,Used,No,69890.0,Manual,Benzine,Dealer,1998.0,5.0,223.0,Front,10,1550.0,Yes,Part/Full Leather,2.0,unefficient,13.0,147.0,9.3,Premium,Standard,Safety Premium Package
Opel Insignia,Germany,33990.0,Coupe,Used,Yes,36000.0,Automatic,Benzine,Dealer,1998.0,8.0,197.0,4WD,12,1649.0,Yes,Part/Full Leather,2.0,unefficient,4.0,191.0,8.6,Premium,Plus,Safety Premium Package
Opel Astra,Germany,9800.0,Coupe,Used,No,176754.0,Manual,Benzine,Dealer,1998.0,6.0,221.0,Front,8,1393.0,Yes,Part/Full Leather,3.0,unefficient,15.0,300.0,9.2,Standard,Plus,Safety Premium Package
Opel Astra,Germany,15200.0,Coupe,Used,No,104500.0,Manual,Benzine,Dealer,1998.0,6.0,169.0,Front,5,1550.0,Yes,Part/Full Leather,1.0,efficient,8.0,206.0,7.25,Standard,Standard,Safety Premium Plus Package
Opel Astra,France,18990.0,Coupe,Used,Yes,85950.0,Manual,Benzine,Dealer,1998.0,6.0,189.0,Front,1,1550.0,No,Part/Full Leather,1.0,unefficient,10.0,206.0,8.1,Standard,Standard,Safety Premium Package
Opel Astra,Germany,13990.0,Coupe,Used,Yes,56500.0,Manual,Benzine,Dealer,1598.0,6.0,145.0,Front,11,1503.0,Yes,Part/Full Leather,1.0,unefficient,8.0,125.0,6.1,Premium,Standard,Safety Premium Package
Opel Astra,Italy,8700.0,Coupe,Used,Yes,149000.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,14,1525.0,Yes,Part/Full Leather,1.0,efficient,7.0,81.0,4.1,Premium,Plus,Safety Premium Package
Opel Astra,Germany,5910.0,Coupe,Used,No,215250.0,Manual,Diesel,Dealer,1686.0,5.0,119.0,Front,7,1503.0,No,Part/Full Leather,2.0,efficient,9.0,96.0,4.5,Standard,Standard,Safety Premium Package
Opel Astra,Germany,15850.0,Coupe,Used,No,122702.0,Manual,Benzine,Dealer,1998.0,6.0,192.0,Front,12,1475.0,Yes,Part/Full Leather,1.0,unefficient,8.0,206.0,8.1,Standard,Standard,Safety Premium Package
